"","X","Y","X_ACC","Y_ACC","Z_ACC","X_GYR","Y_GYR","Z_GYR","status"
"1023",-119.255,84.226,0.036,0.316,1.08,-51.435,33.649,8.473,"0"
"1024",-119.773,84.298,0.06400001,0.284,1.082,-51.679,34.26,15.099,"0"
"1025",-119.906,84.16101,0.042,0.299,1.082,-55.099,25.405,-12.733,"0"
"1026",-120.528,83.751,0.041,0.304,1.074,-46.107,30.229,12.076,"0"
"1027",-122.344,85.836,0.039,0.218,1.08,-49.634,32.748,13.298,"0"
"1028",-123.137,86.322,0.036,0.255,1.081,-51.16,33.802,11.053,"0"
"1029",-123.782,86.785,0.052,0.196,1.084,-50.137,33.786,11.115,"0"
"1030",-123.698,86.30301,0.11,0.275,1.045,-53.527,13.618,11.969,"0"
"1031",-123.972,86.377,0.049,0.323,1.078,-50.26,33.038,3.939,"0"
"1032",-56.571,56.079,-0.015,0.387,-0.9190001,-51.847,33.74,8.733,"0"
"1033",-50.554,72.351,-0.015,0.385,-0.927,-51.786,33.771,8.534,"0"
"1034",-44.82,87.275,-0.015,0.386,-0.925,-51.695,33.679,8.641,"0"
"1035",-39.549,101.018,-0.016,0.39,-0.926,-51.649,33.771,8.519,"0"
"1036",-34.782,113.764,-0.015,0.385,-0.925,-51.893,33.603,8.885,"0"
"1037",-30.48,125.591,-0.015,0.388,-0.925,-51.771,33.786,8.641,"0"
"1038",-26.816,136.633,-0.012,0.384,-0.93,-51.908,33.466,8.809,"0"
"1039",-23.181,146.72,-0.016,0.385,-0.922,-51.954,33.679,8.748,"0"
"1040",-19.749,155.948,-0.014,0.384,-0.927,-51.817,33.679,8.672,"0"
"1041",-16.583,164.435,-0.014,0.387,-0.924,-51.954,33.847,8.641,"0"
"1042",-14.152,172.619,-0.015,0.386,-0.925,-51.847,33.756,8.779,"0"
"1043",-11.378,179.771,-0.011,0.384,-0.926,-51.924,33.603,8.641,"0"
"1044",-8.663,186.296,-0.016,0.387,-0.927,-51.756,33.985,8.58,"0"
"1045",-6.214,192.337,-0.013,0.385,-0.924,-51.802,33.649,8.656,"0"
"1046",-4.222,198.102,-0.014,0.385,-0.923,-51.908,33.557,8.794,"0"
"1047",-2.309,203.342,-0.016,0.384,-0.923,-51.878,33.71,8.458,"0"
"1048",-0.387,208.137,-0.014,0.385,-0.927,-51.786,33.71,8.58,"0"
"1049",1.007,212.751,-0.012,0.387,-0.926,-51.771,33.664,8.84,"0"
"1050",2.692,216.765,-0.015,0.387,-0.927,-51.908,33.771,8.611,"0"
"1051",4.086,220.59,-0.013,0.387,-0.927,-51.924,34,8.763,"0"
"1052",5.108,224.296,-0.012,0.388,-0.926,-51.969,33.786,8.366,"0"
"1053",6.656,227.309,-0.014,0.387,-0.922,-51.924,33.863,8.672,"0"
"1054",7.915,230.24,-0.012,0.388,-0.926,-52.076,33.634,8.504,"0"
"1055",9.15,232.784,-0.014,0.386,-0.925,-51.878,33.924,8.473,"0"
"1056",10.267,235.241,-0.013,0.388,-0.928,-51.786,33.679,8.672,"0"
"1057",10.663,237.846,-0.014,0.388,-0.925,-51.832,33.847,8.855,"0"
"1058",11.544,239.967,-0.011,0.387,-0.923,-51.954,33.634,8.718,"0"
"1059",12.168,242.037,-0.016,0.387,-0.925,-51.969,33.527,8.748,"0"
"1060",13.148,243.668,-0.014,0.388,-0.926,-51.908,33.695,8.58,"0"
"1061",14.075,245.206,-0.012,0.388,-0.926,-51.924,33.893,8.565,"0"
"1062",14.129,247.118,-0.009,0.389,-0.928,-51.893,33.527,8.824,"0"
"1063",14.796,248.434,-0.017,0.386,-0.927,-51.985,33.771,8.733,"0"
"1064",15.275,249.839,-0.01,0.386,-0.924,-51.802,33.588,8.412,"0"
"1065",15.685,251.085,-0.017,0.388,-0.924,-52,33.893,8.687,"0"
"1066",16.418,252.007,-0.012,0.385,-0.929,-51.939,33.802,8.489,"0"
"1067",16.417,253.259,-0.014,0.389,-0.927,-51.786,33.679,8.687,"0"
"1068",16.974,254.108,-0.013,0.389,-0.927,-51.969,33.771,8.626,"0"
"1069",17.468,254.898,-0.01,0.386,-0.921,-51.786,33.817,8.718,"0"
"1070",17.695,255.783,-0.012,0.389,-0.924,-51.786,33.74,8.58,"0"
"1071",17.685,256.711,-0.013,0.386,-0.924,-51.863,33.756,8.779,"0"
"1072",18.028,257.322,-0.016,0.387,-0.924,-51.924,33.679,8.718,"0"
"1073",21.355,259.093,-0.014,0.387,-0.925,-51.847,33.695,8.641,"0"
"1074",21.628,259.439,-0.012,0.387,-0.925,-51.679,33.725,8.595,"0"
"1075",21.624,259.873,-0.014,0.387,-0.925,-51.893,33.802,8.611,"0"
"1076",21.256,260.547,-0.014,0.387,-0.925,-51.847,33.725,8.901,"0"
"1077",21.379,260.812,-0.013,0.385,-0.926,-51.817,33.924,8.534,"0"
"1078",21.704,261.03,-0.012,0.386,-0.926,-51.924,33.817,8.855,"0"
"1079",21.982,261.201,-0.015,0.387,-0.924,-51.771,33.802,8.763,"0"
"1080",21.799,261.633,-0.011,0.388,-0.926,-51.893,33.756,8.427,"0"
"1081",21.785,261.934,-0.014,0.387,-0.927,-51.771,33.817,8.473,"0"
"1082",21.638,262.288,-0.013,0.385,-0.926,-51.878,33.74,8.733,"0"
"1083",21.813,262.399,-0.013,0.387,-0.923,-52.015,33.756,8.672,"0"
"1084",22.165,262.432,-0.014,0.386,-0.929,-51.893,33.756,8.733,"0"
"1085",22.01,262.677,-0.013,0.387,-0.928,-51.817,33.847,8.565,"0"
"1086",21.648,263.133,-0.012,0.386,-0.927,-51.817,33.573,8.702,"0"
"1087",21.693,263.256,-0.016,0.386,-0.925,-51.908,33.939,8.412,"0"
"1088",22.008,263.19,-0.013,0.387,-0.923,-51.969,33.786,8.214,"0"
"1089",21.942,263.349,-0.016,0.387,-0.924,-52.015,33.786,8.809,"0"
"1090",22.148,263.353,-0.009,0.387,-0.927,-51.924,33.71,8.748,"0"
"1091",21.776,263.684,-0.016,0.384,-0.926,-51.893,33.786,8.382,"0"
"1092",21.764,263.85,-0.012,0.388,-0.925,-51.695,33.557,8.702,"0"
"1093",21.808,263.93,-0.013,0.388,-0.926,-51.939,33.969,8.733,"0"
"1094",21.981,263.928,-0.008,0.388,-0.927,-51.863,33.084,8.504,"0"
"1095",20.916,262.307,0.008,0.388,-0.9309999,-51.588,33.771,9.435,"0"
"1096",20.727,249.756,0.001,0.375,-0.926,-50.733,33.832,5.542,"0"
"1097",20.582,236.52,-0.014,0.376,-0.928,-51.664,32.626,8.84,"0"
"1098",20.792,238.598,-0.015,0.4,-0.927,-52.947,33.954,8.962,"0"
"1099",21.042,240.321,-0.028,0.378,-0.926,-51.099,39.588,12.26,"0"
"1100",20.576,235.013,-0.044,0.367,-0.925,-53.053,33.145,8.076,"0"
"1101",20.027,236.874,-0.038,0.372,-0.929,-51.847,34.534,13.771,"0"
"1102",20.309,239.186,-0.01,0.368,-0.924,-52.351,34.092,9.237,"0"
"1103",20.501,227.054,0.018,0.361,-0.927,-53.023,30.214,9.481,"0"
"1104",20.971,208.991,-0.001,0.384,-0.924,-53.511,31.939,8.687,"0"
"1105",20.509,212.848,-0.067,0.405,-0.926,-50.534,34.046,9.282,"0"
"1106",-61.951,38.952,0.928,0.182,0.485,-48.962,29.634,5.298,"0"
"1107",-67.383,37.863,0.962,0.187,0.486,-52.336,26.885,3.725,"0"
"1108",-72.046,37.544,0.943,0.225,0.431,-48.992,30.107,4.626,"0"
"1109",-76.803,36.578,0.9309999,0.219,0.453,-48.305,34.382,8.84,"0"
"1110",-81.01501,36.444,0.946,0.211,0.45,-53.679,32.443,5.221,"0"
"1111",-84.488,35.714,0.933,0.223,0.435,-51.435,31.725,8.061,"0"
"1112",-88.29,35.206,0.938,0.204,0.45,-50.534,33.13,8.519,"0"
"1113",-91.446,35.121,0.9440001,0.214,0.431,-53.863,33.588,8.153,"0"
"1114",-94.041,35.074,0.932,0.22,0.424,-54.656,32.901,7.588,"0"
"1115",-97.545,34.52,0.936,0.218,0.435,-51.573,34.244,9.908,"0"
"1116",-99.169,34.154,0.948,0.206,0.463,-54.443,34.809,8.779,"0"
"1117",-101.106,34.04,0.958,0.208,0.437,-55.573,32.977,8.473,"0"
"1118",-103.205,33.953,0.9440001,0.209,0.429,-53.618,30.473,8.29,"0"
"1119",-105.352,33.617,0.934,0.206,0.429,-50.809,34.153,7.954,"0"
"1120",-106.75,33.556,0.949,0.207,0.448,-56.427,32.305,7.893,"0"
"1121",-108.425,33.816,0.947,0.217,0.449,-51.725,32.275,7.328,"0"
"1122",-157.314,105.21,-0.177,0.001,1.006,-52.366,32.58,13.481,"2"
"1123",-157.299,104.889,-0.174,0.002,1.016,-52.061,31.099,13.435,"2"
"1124",-157.835,104.778,-0.161,-0.004,1.019,-53.206,34.397,14.076,"2"
"1125",-157.657,105.013,-0.179,-0.005,1.012,-53.069,31.954,13.893,"2"
"1126",-157.454,105.145,-0.177,-0.009,1.016,-50.107,34.947,13.985,"2"
"1127",-157.138,105.313,-0.174,-0.004,1.009,-51.557,33.298,14.061,"2"
"1128",-157.188,105.272,-0.179,0.001,1.014,-51.557,32.87,13.939,"2"
"1129",-157.476,105.664,-0.181,0,1.008,-52.214,31.328,15.13,"2"
"1130",-157.082,105.543,-0.174,0.007,1.012,-47.679,35.45,17.344,"2"
"1131",-155.84,103.179,-0.19,0.012,1.02,-54.718,4.748,-12.183,"2"
"1132",-156.708,105.541,-0.188,0.019,1.014,-49.802,30.061,14.168,"2"
"1133",-156.709,93.517,0.04,0.041,1.047,-41.557,18.244,-26.473,"2"
"1134",-155.513,92.548,0.178,0.033,1.024,-52.092,30.412,14.412,"2"
"1135",-155.288,94.167,0.073,0.016,1.061,-53.206,43.695,21.542,"2"
"1136",-154.847,96.02901,0.077,0.046,1.044,-47.725,45.389,18.519,"2"
"1137",-154.318,99.78701,-0.036,0.051,1.056,-52.718,29.939,10.107,"2"
"1138",-154.505,97.64,0.06599999,0.045,1.037,-52.718,34.137,14.412,"2"
"1139",-154.239,98.079,0.026,0.05,1.067,-51.802,30.824,13.817,"2"
"1140",-154.194,97.71399,0.011,0.049,1.053,-51.313,30.397,13.542,"2"
"1141",-154.449,98.03,0.031,0.056,1.064,-49.924,32.504,13.496,"2"
"1142",-153.83,98.021,0,0.046,1.063,-52.427,31.038,15.206,"2"
"1143",-154.299,98.09401,0.013,0.051,1.079,-50.061,28.153,9.786,"2"
"1144",-153.773,97.62,0.024,0.062,1.066,-52.84,31.771,14.382,"2"
"1145",-154.38,97.939,0.013,0.058,1.053,-53.267,29.45,13.344,"2"
"1146",-154.442,97.486,0.028,0.054,1.059,-53.359,32.534,13.313,"2"
"1147",-154.981,96.93,0.03,0.046,1.063,-53.496,30.275,15.237,"2"
"1148",-155.259,96.405,0.038,0.043,1.063,-53.267,32.809,17.099,"2"
"1149",-155.844,97.003,-0.014,0.029,1.056,-52.26,28.504,15.16,"2"
"1150",-155.843,96.947,0.03,0.037,1.055,-53.359,33.695,18.153,"2"
"1151",-155.393,96.032,0.044,0.033,1.062,-51.389,32.519,14.305,"2"
"1152",-155.282,96.117,0.022,0.036,1.052,-51.42,30.718,14.962,"2"
"1153",-155.807,96.32,0.022,0.039,1.055,-51.878,33.13,14.58,"2"
"1154",-155.498,96.026,0.01,0.037,1.045,-52.198,30.321,14.244,"2"
"1155",-155.433,95.88401,0.019,0.04,1.058,-52.656,32.626,16.183,"2"
"1156",-155.594,96.004,0.002,0.029,1.055,-52.565,30.595,13.969,"2"
"1157",-155.825,95.69,0.018,0.035,1.047,-51.496,33.74,13.588,"2"
"1158",-155.292,95.755,0.031,0.039,1.064,-55.298,37.13,19.313,"2"
"1159",-159.829,99.15,-0.045,-0.022,1.037,-83.64901,39.298,64.031,"2"
"1160",-164.496,101.299,-0.203,-0.06,0.988,-55.527,34.229,28.29,"2"
"1161",-161.323,102.001,-0.237,0.006,0.998,-29.634,26.947,-6.885,"2"
"1162",-156.572,97.737,-0.027,0.054,1.087,-44.855,20.55,2.534,"2"
"1163",-154.54,92.449,0.073,0.026,1.067,-47.527,-4.916,14.58,"2"
"1164",-155.867,93.74701,-0.012,0.041,1.041,-64.458,57.466,55.374,"2"
"1165",-158.045,95.389,-0.181,0.033,1.036,-56.702,39.817,28.244,"2"
"1166",-158.116,97.073,-0.018,0.044,1.058,-55.679,45.695,30.718,"2"
"1167",-158.161,97.536,-0.156,0.002,1.064,-50.901,-17.771,3.878,"2"
"1168",-154.759,89.195,0.014,0.022,1.012,-26.84,24.473,41.176,"2"
"1169",-148.271,96.014,-0.149,0.247,1.107,-36.015,53.496,35.557,"2"
"1170",-149.068,101.452,-0.254,0.166,1.076,-54.412,43.786,12.809,"2"
"1171",-144.252,98.671,-0.217,0.228,1.051,-21.527,16.733,8.244,"2"
"1172",-138.96,95.983,-0.245,0.299,1.042,-47.634,26.656,11.496,"2"
"1173",-140.106,98.464,-0.075,0.274,1.084,-58.626,31.099,12.916,"2"
"1174",-141.801,94.451,-0.09,0.28,1.119,-49.374,30.26,12.947,"2"
"1175",-142.664,97.198,-0.141,0.256,1.083,-37.405,44.595,20.656,"2"
"1176",-141.1,96.953,-0.22,0.294,1.067,-49.221,23.878,23.237,"2"
"1177",-140.915,96.689,-0.19,0.309,1.07,-52.198,35.237,20.168,"2"
"1178",-141.109,96.88,-0.178,0.322,1.065,-52.58,33.756,16.855,"2"
"1179",-141.093,97.364,-0.196,0.33,1.06,-55.664,27.725,13.679,"2"
"1180",-141.955,96.143,-0.16,0.308,1.069,-55.664,21.053,10.336,"2"
"1181",-142.874,93.29101,-0.093,0.297,1.076,-47.847,26.26,9.038,"2"
"1182",-142.74,91.682,-0.05900001,0.289,1.094,-48.672,26.412,8.244,"2"
"1183",-142.758,90.944,-0.034,0.291,1.091,-51.527,21.969,9.939,"2"
"1184",-142.459,89.628,0.014,0.3,1.094,-48.931,28.824,8.321,"2"
"1185",-141.525,88.568,0.038,0.316,1.094,-47.786,35.267,16.198,"2"
"1186",-141.081,94.025,-0.035,0.326,1.083,-52.504,45.618,17.344,"2"
"1187",-140.749,94.618,-0.052,0.331,1.078,-50.458,36.26,14.901,"2"
"1188",-140.817,95.518,-0.057,0.341,1.088,-51.176,35.267,14.351,"2"
"1189",-141.072,95.111,-0.046,0.343,1.087,-52.992,35.313,14.611,"2"
"1190",-142.012,95.261,-0.054,0.317,1.092,-57.114,32.015,13.863,"2"
"1191",-143.032,96.17,-0.07,0.3,1.091,-56.458,33.191,13.985,"2"
"1192",-144.414,96.188,-0.07,0.282,1.092,-60.336,32.992,13.634,"2"
"1193",-146.214,97.002,-0.078,0.218,1.098,-47.267,32.092,14.702,"2"
"1194",-145.667,97.878,-0.09,0.25,1.088,-53.71,33.405,15.099,"2"
"1195",-146.852,99.099,-0.116,0.243,1.086,-55.954,33.267,14.611,"2"
"1196",-147.472,99.828,-0.108,0.238,1.07,-54.412,38.656,16.427,"2"
"1197",-147.844,101.294,-0.125,0.22,1.085,-51.13,41.603,16.626,"2"
"1198",-146.955,100.807,-0.151,0.238,1.079,-47.16,21.13,11.695,"2"
"1199",-146.681,97.467,-0.087,0.243,1.083,-58.534,22.031,7.13,"2"
"1200",-147.954,97.936,-0.046,0.228,1.087,-54.351,48.626,18.107,"2"
"1201",-147.989,97.901,-0.094,0.227,1.086,-52.519,34.992,15.389,"2"
"1202",-149.63,92.86,-0.074,0.207,1.076,-63.939,32.55,-21.969,"2"
"1203",-154.383,95.212,-0.115,0.026,1.06,-65.42,34.779,-46.244,"2"
"1204",-154.042,96.90001,0.06800001,0.176,1.074,-35.13,20.824,-25.771,"2"
"1205",-147.355,90.173,0.241,0.238,1.124,-62.275,57.496,37.023,"2"
"1206",-153.317,90.737,0.061,-0.003,1.029,-57.344,47.649,31.618,"2"
"1207",-153.461,93.087,0.013,0.116,1.07,-50.427,25.298,13.618,"2"
"1208",-152.458,93.03801,-0.017,0.107,1.066,-60.977,26.107,12.427,"2"
"1209",-152.129,92.48301,0.038,0.093,1.072,-50.595,39.924,22.015,"2"
"1210",-151.804,93.215,0.007,0.099,1.051,-51.191,33.695,17.45,"2"
"1211",-151.68,94.21,0.008,0.107,1.079,-52.504,27.679,14.687,"2"
"1212",-151.949,94.616,0.01,0.09700001,1.066,-53.114,36.214,13.45,"2"
"1213",-151.28,95.451,-0.008,0.104,1.063,-52.87,33.16,14.443,"2"
"1214",-151.115,95.88099,0.001,0.101,1.066,-52.397,32.809,14.611,"2"
"1215",-151.194,95.803,0,0.102,1.066,-52.321,30.855,12.534,"2"
"1216",-150.598,94.403,0.009,0.072,1.059,-42.443,25.802,7.145,"2"
"1217",-150.755,93.839,0.062,0.159,1.082,-52.382,42.656,14.977,"2"
"1218",-150.241,94.825,0.01,0.137,1.085,-53.802,31.664,10.58,"2"
"1219",-150.473,91.493,0.069,0.037,1.115,-53.603,1.374,-9.237,"2"
"1220",-151.115,90.131,0.191,0.196,0.971,-75.374,38.595,21.511,"2"
"1221",-153.241,94.268,0.06,0.041,1.17,-54.901,57.145,30.427,"2"
"1222",-155.87,97.016,0.02,0.039,1.066,-53.603,36.336,21.863,"2"
"1223",-155.055,96.1,-0.013,0.025,1.032,-49.252,35.42,11.725,"2"
"1224",-154.421,97.066,-0.009,0.012,1.031,-56.244,38.779,17.802,"2"
"1225",-154.622,97.221,-0.039,0.046,1.063,-47.939,32.779,13.267,"2"
"1226",-155.167,95.69,-0.021,0.039,1.08,-52.55,26.595,17.74,"2"
"1227",-155.312,96.333,0.009,0.038,1.034,-53.099,43.221,15.252,"2"
"1228",-154.776,96.688,-0.02,0.049,1.072,-46.229,26.931,11.008,"2"
"1229",-154.209,97.09,-0.018,0.056,1.062,-50.794,27.786,10.137,"2"
"1230",-153.929,96.366,-0.027,0.058,1.071,-51.42,35.908,16.107,"2"
"1231",-153.621,98.66401,-0.04,0.06599999,1.062,-54.55,30.763,13.847,"2"
"1232",-155.34,99.12001,0.005,0.048,1.03,-60.153,40.672,22.397,"2"
"1233",-155.575,101.935,-0.056,0.029,1.064,-46.015,26.779,8.748,"2"
"1234",-154.494,102.053,-0.051,0.061,1.066,-48.977,31.176,12.779,"2"
"1235",-155.096,100.422,-0.005,0.051,1.055,-53.359,35.908,17.634,"2"
"1236",-154.971,100.787,-0.016,0.07,1.069,-45.298,23.557,17.71,"2"
"1237",-155.006,95.703,0.041,0.062,1.026,-51.053,29.71,16.824,"2"
"1238",-153.606,96.76001,0.02,0.069,1.071,-54.977,39.756,20.901,"2"
"1239",-154.765,96.268,0.013,0.061,1.035,-50.443,33.588,14.153,"2"
"1240",-154.897,96.241,0.002,0.05900001,1.048,-53.588,35.008,18.29,"2"
"1241",-155.856,96.269,-0.026,0.051,1.071,-54.351,32.656,14.885,"2"
"1242",-155.971,95.76301,-0.017,0.055,1.079,-50.947,34.382,13.359,"2"
"1243",-155.996,96.951,-0.026,0.036,1.058,-53.634,29.634,17.802,"2"
"1244",-155.448,96.204,-0.018,0.051,1.068,-51.405,29.527,12.672,"2"
"1245",-155.164,96.42501,0,0.06400001,1.039,-56.153,38.565,19.344,"2"
"1246",-156.234,98.03801,-0.071,0.038,1.033,-53.588,31.588,11.527,"2"
"1247",-156.18,97.461,0.021,0.039,1.039,-57.618,32.092,18.763,"2"
"1248",-156.734,98.71,-0.102,0.03,1.051,-49.374,29.893,11.038,"2"
"1249",-157.287,98.187,-0.026,0.021,1.038,-52.061,34.122,13.573,"2"
"1250",-156.576,98.13,-0.029,0.033,1.051,-52.779,37.405,15.42,"2"
"1251",-155.913,99.35901,-0.049,0.047,1.054,-54.626,30.672,16.687,"2"
"1252",-155.946,97.12501,-0.144,-0.012,1.175,-56.87,-0.885,-20.763,"2"
"1253",-162.206,101.359,0.102,-0.004,0.849,-66.672,16.153,18.534,"2"
"1254",-158.783,105.647,-0.05,-0.031,1.181,-19.74,91.282,42.519,"2"
"1255",-157.912,109.23,-0.162,0.007,1.023,-55.847,35.389,18.168,"2"
"1256",-158.398,108.708,-0.094,0.044,1.031,-50.198,37.176,14.092,"2"
"1257",-158.872,108.141,-0.145,0.021,1.026,-56.29,29.756,11.267,"2"
"1258",-158.163,107.106,-0.142,0.014,1.055,-51.45,23.466,5.878,"2"
"1259",-157.623,100.705,-0.057,-0.02,1.037,-59.603,17.847,-15.42,"2"
"1260",-163.214,98.224,0.002,-0.017,0.984,-74.489,46.427,-23.893,"2"
"1261",-166.817,100.268,0.047,-0.09,0.981,-53.45,48.992,1.573,"2"
"1262",-166.808,102.459,0.085,-0.03,1.075,-51.695,53.863,-7.74,"2"
"1263",-165.431,102.862,-0.009,-0.171,0.9929999,-47.023,55.069,40.351,"2"
"1264",-163.349,106.623,-0.216,-0.106,1.033,-57.756,40.168,-22.809,"2"
"1265",-130.051,130.145,-0.356,0.472,0.942,-43.924,92.886,7.634,"2"
"1266",-128.391,136.091,-0.423,0.471,0.861,-16.458,128.962,16.916,"2"
"1267",-129.382,137.398,-0.622,0.513,0.823,-52.229,25.221,11.359,"2"
"1268",-132.083,141.58,-0.628,0.494,0.817,-55.847,18.656,11.481,"2"
"1269",-133.088,139.393,-0.617,0.484,0.7940001,-51.878,36.886,13.176,"2"
"1270",-133.557,135.179,-0.598,0.467,0.808,-53.084,24.351,11.634,"2"
"1271",-132.932,135.194,-0.582,0.494,0.748,-44.886,54.87,15.832,"2"
"1272",-134.267,130.941,-0.592,0.499,0.823,-54.244,29.313,14.595,"2"
"1273",-134.643,129.861,-0.602,0.491,0.83,-53.282,30.87,12.794,"2"
"1274",-135.15,128.958,-0.586,0.49,0.829,-51.786,32.565,14.321,"2"
"1275",-135.506,128.285,-0.598,0.492,0.829,-51.725,31.832,13.802,"2"
"1276",-135.913,127.668,-0.597,0.489,0.828,-52.412,31.695,14.565,"2"
"1277",-136.528,127.209,-0.591,0.495,0.83,-52.412,31.893,14.137,"2"
"1278",-136.766,126.308,-0.585,0.495,0.834,-52.611,31.313,14.779,"2"
"1279",-136.999,125.665,-0.583,0.493,0.842,-53.359,34.351,15.328,"2"
"1280",-137.569,125.227,-0.5809999,0.487,0.84,-51.908,31.908,14.489,"2"
"1281",-137.839,124.817,-0.582,0.491,0.843,-52.718,32.702,14.382,"2"
"1282",-137.598,124.09,-0.5809999,0.487,0.8450001,-52.198,31.817,13.878,"2"
"1283",-137.673,123.546,-0.583,0.488,0.84,-52.672,33.008,14.916,"2"
"1284",-137.789,123.147,-0.577,0.492,0.85,-51.969,33.191,14.87,"2"
"1285",-138.088,123.228,-0.586,0.486,0.84,-51.832,32.992,13.939,"2"
"1286",-137.905,122.738,-0.583,0.487,0.842,-52.26,31.603,14.382,"2"
"1287",-138.254,122.39,-0.559,0.483,0.863,-57.405,28.702,12.763,"2"
"1288",-142.876,118.541,-0.596,0.437,0.942,-88.30501,3.374,19.542,"2"
"1289",-172.866,98.457,-0.278,0.099,0.8450001,-165.221,17.237,108.382,"2"
"1290",-150.971,106.188,-0.419,0.502,0.951,-125.252,-1.374,82.58,"2"
"1291",-193.85,94.237,-0.344,-0.178,0.837,-117.771,9.954,82.443,"2"
"1292",-205.284,87.49701,-0.38,-0.187,0.828,-91.435,-15.42,72.794,"2"
"1293",-205.84,78.24501,-0.42,-0.189,0.781,-42.55,18.962,61.344,"2"
"1294",-198.561,75.328,-0.354,-0.062,0.902,-37.527,21.893,46.305,"2"
"1295",-194.287,75.493,-0.157,0.06599999,0.979,-46.198,-13.679,57.573,"2"
"1296",-189.151,79.733,-0.33,0.075,1.007,-30.183,58.947,1.191,"2"
"1297",-185.655,89.00701,-0.443,0.067,1.055,-50.412,56.687,-34.809,"2"
"1298",-191.378,79.01,0.071,-0.217,0.728,-59.74,-18.458,37.832,"2"
"1299",-186.274,72.913,-0.147,0.147,1.007,-8.412,13.099,56.733,"2"
"1300",-173.496,76.312,-0.683,0.295,1.411,-26.611,93.05301,20.031,"2"
"1301",-172.074,80.81,-0.181,0.123,1.055,-52.321,30,11.695,"2"
"1302",-170.753,82.518,-0.26,0.161,1.048,-45.847,13.023,13.466,"2"
"1303",-168.876,84.01999,-0.169,0.199,1.036,-51.16,41.893,20.916,"2"
"1304",-166.27,86.734,-0.207,0.209,1.041,-52.87,49.206,23.817,"2"
"1305",-164.645,91.88601,-0.313,0.22,1.031,-48.733,36.015,19.908,"2"
"1306",-160.765,93.707,-0.284,0.297,1.032,-44.87,18.931,8.55,"2"
"1307",-163.759,94.512,-0.33,0.214,1.037,-42.763,28.458,21.802,"2"
"1308",-159.474,92.86,-0.253,0.281,1.065,-54.336,12.916,6,"2"
"1309",-160.104,92.327,-0.27,0.224,1.062,-57.969,29.328,12.351,"2"
"1310",-159.603,92.294,-0.174,0.215,1.06,-57.114,29.954,10.763,"2"
"1311",-159.482,93.399,-0.178,0.212,1.069,-53.389,35.603,12.122,"2"
"1312",-158.954,93.068,-0.151,0.153,1.065,-53.969,26.458,13.435,"2"
"1313",-157.569,91.043,-0.137,0.211,1.066,-54.076,27.298,13.359,"2"
"1314",-157.132,91.409,-0.138,0.201,1.071,-52.916,25.344,11.435,"2"
"1315",-156.288,91.362,-0.09799999,0.19,1.066,-55.573,34.153,14.458,"2"
"1316",-155.464,91.469,-0.102,0.195,1.072,-52.794,31.893,14.962,"2"
"1317",-154.629,90.919,-0.114,0.17,1.08,-50.489,28.107,12.611,"2"
"1318",-154.778,91.63501,-0.09,0.184,1.07,-52.641,32.809,14.489,"2"
"1319",-154.021,92.082,-0.077,0.204,1.077,-51.771,30.656,13.328,"2"
"1320",-152.069,92.516,-0.047,0.208,1.084,-52.824,36.595,14.198,"2"
"1321",-153.412,93.018,-0.104,0.178,1.098,-49.664,27.939,14.901,"2"
"1322",-151.562,92.959,-0.078,0.204,1.081,-51.45,31.008,14.809,"2"
"1323",-151.229,93.103,-0.045,0.195,1.086,-53.114,34.458,14.641,"2"
"1324",-150.956,94.003,-0.086,0.194,1.089,-50.595,32.26,14.702,"2"
"1325",-150.8,94.78801,-0.074,0.2,1.076,-52.397,33.527,14.443,"2"
"1326",-150.933,95.96601,-0.095,0.197,1.073,-54.336,32.122,14,"2"
"1327",-150.824,95.728,-0.084,0.194,1.078,-51.374,30.229,15.145,"2"
"1328",-150.541,95.778,-0.08,0.186,1.072,-52.351,30.748,14.168,"2"
"1329",-150.533,96.655,-0.09700001,0.191,1.084,-51.985,28.641,14.061,"2"
"1330",-150.149,96.778,-0.062,0.201,1.077,-53.053,33.664,14.336,"2"
"1331",-150.521,97.003,-0.076,0.188,1.075,-52.336,32.489,14.29,"2"
"1332",-150.155,96.667,-0.073,0.187,1.075,-52.137,32.84,14.565,"2"
"1333",-149.716,96.783,-0.076,0.199,1.069,-52.153,32.214,14.427,"2"
"1334",-149.533,97.104,-0.07,0.192,1.064,-53.985,32.26,14.107,"2"
"1335",-149.509,97.62401,-0.076,0.191,1.087,-51.542,33.863,15.099,"2"
"1336",-149.379,96.988,-0.052,0.182,1.086,-52.473,34.336,14.489,"2"
"1337",-149.855,97.62401,-0.081,0.177,1.066,-52.153,29.649,14.031,"2"
"1338",-149.76,97.936,-0.079,0.196,1.076,-52.504,31.359,13.756,"2"
"1339",-149.912,98.662,-0.08,0.195,1.071,-51.863,30.565,14.504,"2"
"1340",-149.478,98.392,-0.076,0.188,1.07,-52.58,32.611,14.366,"2"
"1341",-149.179,98.278,-0.08200001,0.185,1.085,-52.031,32.168,14.504,"2"
"1342",-149.057,97.993,-0.081,0.191,1.083,-51.756,33.71,14.641,"2"
"1343",-149.065,98.294,-0.084,0.183,1.077,-51.573,31.634,14.214,"2"
"1344",-149.837,98.873,-0.088,0.182,1.08,-51.893,32.214,14.412,"2"
"1345",-149.577,98.871,-0.087,0.182,1.078,-51.191,31.557,14.336,"2"
