"","X","Y","X_ACC","Y_ACC","Z_ACC","X_GYR","Y_GYR","Z_GYR","status"
"2384",-103.632,102.849,-0.499,0.272,0.916,38.076,34.702,18.458,"2"
"2385",-88.881,96.404,-0.556,0.641,0.899,14.931,-26.809,13.924,"2"
"2386",-86.989,91.199,-0.314,0.675,0.8679999,-38.244,22.229,7.618,"2"
"2387",-129.7,78.87001,-0.34,-0.152,0.902,-2.977,73.282,18.977,"2"
"2388",-89.73201,93.865,-0.384,0.684,0.948,-51.252,24.672,11.023,"2"
"2389",-93.023,95.125,-0.375,0.674,1.013,-60.718,41.099,3.145,"2"
"2390",-112.274,112.024,-0.648,0.307,0.998,-157.511,156.855,-152.427,"2"
"2391",-130.892,97.09101,-0.28,-0.266,0.584,-46.321,-137.832,-5.496,"2"
"2392",-116.969,69.372,0.242,0.133,0.977,28.382,38.855,39.542,"2"
"2393",-124.249,77.264,0.065,-0.022,1.017,-58.641,28.855,11.496,"2"
"2394",-116.456,73.943,-0.042,0.108,1.18,-55.374,28.656,16.84,"2"
"2395",-126.951,80.184,-0.027,-0.002,1.05,-49.252,21.634,18.122,"2"
"2396",-128.975,81.055,0.012,0.016,1.039,-54.092,31.649,12.809,"2"
"2397",-131.081,82.548,0.038,0.024,1.044,-53.557,46.565,16.443,"2"
"2398",-133.788,85.513,-0.043,0.006,1.015,-48.092,37.313,13.817,"2"
"2399",-136.016,87.872,-0.035,-0.003,1.049,-50.336,27.634,12.137,"2"
"2400",-137.552,87.85399,-0.018,0.005,1.044,-56.26,30.29,14.26,"2"
"2401",-139.12,88.148,-0.019,0.002,1.029,-49.099,34.107,14.672,"2"
"2402",-140.322,90.048,-0.033,0.008,1.041,-49.45,34.641,15.42,"2"
"2403",-141.4,91.517,-0.053,-0.001,1.044,-54.733,33.389,15.115,"2"
"2404",-142.576,91.326,-0.016,0.004,1.039,-50.87,35.237,14.29,"2"
"2405",-144.493,93.624,-0.084,0.007,1.034,-53.573,30.26,15.282,"2"
"2406",-143.778,92.52101,-0.035,0.01,1.029,-51.603,35.725,12.504,"2"
"2407",-145.525,93.805,-0.036,0.001,1.046,-50.565,36.427,14.901,"2"
"2408",-146.54,95.001,-0.052,0.002,1.036,-51.679,28.794,16.137,"2"
"2409",-147.745,94.459,-0.049,0.005,1.018,-51.878,36.046,14.718,"2"
"2410",-148.458,95.947,-0.049,0.012,1.031,-49.588,38.122,14.733,"2"
"2411",-149.136,97.368,-0.087,0.008,1.039,-50.779,33.206,14.061,"2"
"2412",-150.834,97.65201,-0.063,-0.013,1.047,-54.489,30.427,15.725,"2"
"2413",-149.608,97.392,-0.06,0.027,1.02,-55.008,32.351,11.573,"2"
"2414",-152.281,96.67,-0.135,-0.009,1.017,-62.305,33.114,33.695,"2"
"2415",-152.259,97.91,-0.158,-0.008,1.041,-37.542,23.771,-0.977,"2"
"2416",-152.075,97.821,-0.06400001,0.003,1.006,-57.588,30.443,17.496,"2"
"2417",-153.495,97.67,-0.121,0.006,1.015,-51.557,37.008,8.931,"2"
"2418",-152.9,97.825,-0.08200001,0.002,1.061,-54.244,30.55,16.458,"2"
"2419",-154.496,98.23001,-0.101,-0.014,1.015,-49.328,34.122,10.809,"2"
"2420",-154.052,99.49901,-0.079,-0.002,1.043,-58.794,26.427,20.58,"2"
"2421",-155.084,99.311,-0.1,-0.014,1.028,-41.008,36.84,5.267,"2"
"2422",-153.934,98.95301,-0.044,0.008,1.046,-58.779,31.176,20.183,"2"
"2423",-154.581,98.782,-0.114,-0.018,1.041,-47.038,29.313,9.878,"2"
"2424",-155.143,97.923,-0.053,0.009,1.02,-51.985,34.87,17.496,"2"
"2425",-155.281,99.534,-0.096,0.009,1.052,-49.267,29.679,13.267,"2"
"2426",-155.079,100.287,-0.109,0.002,1.019,-53.557,28.244,13.221,"2"
"2427",-155.209,99.117,-0.099,-0.002,1.003,-54.107,35.084,14.092,"2"
"2428",-155.075,99.799,-0.094,0.012,1.045,-52.015,33.145,15.725,"2"
"2429",-155.814,99.04799,-0.101,0.015,1.02,-52.214,37.069,13.389,"2"
"2430",-155.394,99.60501,-0.104,0.01,1.04,-47.863,30.718,13.878,"2"
"2431",-155.351,99.658,-0.129,-0.004,1.05,-48.763,27.863,12.901,"2"
"2432",-155.86,98.71901,-0.063,0.011,1.03,-54.916,36.076,14.855,"2"
"2433",-155.589,99.783,-0.129,-0.011,1.037,-47.954,27.511,12.397,"2"
"2434",-155.746,99.501,-0.132,0,1.042,-51.771,26.824,14.641,"2"
"2435",-156.362,99.895,-0.09700001,0.012,1.036,-52.382,33.817,13.924,"2"
"2436",-156.167,99.754,-0.113,0.009,1.04,-48.947,33.053,12.687,"2"
"2437",-156.35,101.416,-0.108,0.012,1.022,-51.344,36.443,15.237,"2"
"2438",-157.007,100.423,-0.095,0.002,1.022,-50.992,33.023,15.45,"2"
"2439",-156.416,101.776,-0.12,0.029,1.034,-49.924,34.886,12.29,"2"
"2440",-157.174,101.395,-0.121,-0.002,1.035,-55.389,27.282,17.099,"2"
"2441",-156.694,102.169,-0.123,0.02,1.037,-49.786,33.649,14.046,"2"
"2442",-155.577,102.891,-0.138,0.016,1.04,-50.321,34.168,16.84,"2"
"2443",-155.274,103.503,-0.165,0.031,1.037,-52.977,29.573,11.298,"2"
"2444",-156.869,102.325,-0.134,-0.003,1.018,-55.237,28.427,16.916,"2"
"2445",-156.582,102.284,-0.138,0.009,1.022,-55.557,33.573,14.061,"2"
"2446",-156.497,102.024,-0.144,-0.007,1.018,-50.534,34.504,13.053,"2"
"2447",-156.344,102.77,-0.135,-0.004,1.024,-51.969,33.756,14.748,"2"
"2448",-156.333,102.839,-0.133,0.004,1.028,-53.893,31.298,15.145,"2"
"2449",-156.84,102.866,-0.125,0,1.022,-52.595,32.382,14.763,"2"
"2450",-157.035,102.878,-0.13,-0.003,1.023,-52.733,33.756,14.061,"2"
"2451",-157.277,102.745,-0.131,-0.011,1.026,-52.26,31.649,14.931,"2"
"2452",-157.185,102.429,-0.121,-0.006,1.022,-52.107,32.947,16.092,"2"
"2453",-157.403,102.55,-0.12,-0.005,1.024,-52.809,32.061,15.603,"2"
"2454",-157.354,102.398,-0.121,-0.006,1.018,-54.321,30.397,14.779,"2"
"2455",-157.708,102.868,-0.114,0.003,1.034,-51.527,32.748,16.122,"2"
"2456",-158.42,102.651,-0.113,-0.007,1.022,-51.405,31.389,14.275,"2"
"2457",-158.181,102.514,-0.113,-0.015,1.019,-51.389,33.084,14.779,"2"
"2458",-157.932,102.394,-0.115,-0.01,1.022,-52.351,30.656,14.122,"2"
"2459",-157.682,102.312,-0.111,-0.008,1.026,-51.496,32.595,13.786,"2"
"2460",-157.464,102.636,-0.12,-0.015,1.026,-50.779,41.069,13.756,"2"
"2461",-157.564,104.17,-0.104,-0.01,1.024,-51.893,29.389,17.282,"2"
"2462",-156.916,104.158,-0.124,-0.004,1.019,-52.183,33.252,16.87,"2"
"2463",-156.674,104.621,-0.14,0.002,1.033,-51.069,30.809,16.076,"2"
"2464",-156.599,104.747,-0.133,0.005,1.025,-53.13,31.511,13.817,"2"
"2465",-156.727,104.099,-0.129,0.007,1.029,-51.878,34.351,14.733,"2"
"2466",-157.01,104.265,-0.124,-0.003,1.024,-51.374,31.725,14.779,"2"
"2467",-156.848,104.073,-0.123,0.002,1.029,-51.466,31.359,14.702,"2"
"2468",-157.103,103.621,-0.123,-0.002,1.022,-52.977,32.763,15.099,"2"
"2469",-157.42,104.48,-0.088,-0.003,1.051,-54.855,83.908,10.962,"2"
"2470",-157.288,103.291,-0.193,-0.005,1.028,-48.916,16.885,15.282,"2"
"2471",-157.579,100.333,-0.141,-0.014,1.015,-53.45,32.687,15.191,"2"
"2472",-157.479,101.587,-0.141,-0.003,1.007,-52.641,38.244,13.115,"2"
"2473",-157.49,103.008,-0.159,-0.016,1.001,-51.359,32.336,14.29,"2"
"2474",-157.534,103.33,-0.164,-0.013,1.016,-51.924,29.023,15.328,"2"
"2475",-157.404,102.943,-0.148,-0.008,1.019,-54.015,29.725,14.427,"2"
"2476",-157.585,102.214,-0.094,-0.01,1.009,-53.71,41.405,13.573,"2"
"2477",-158.177,102.625,-0.165,-0.022,1.022,-51.176,27.832,13.74,"2"
"2478",-157.929,103.145,-0.132,-0.017,1.024,-52.351,32.336,14.015,"2"
"2479",-157.988,103.346,-0.136,-0.023,1.011,-56.061,31.74,14.137,"2"
"2480",-158.815,102.034,-0.12,-0.036,0.998,-56.84,23.756,13.847,"2"
"2481",-159.04,102.032,-0.096,-0.036,1.013,-54.443,33.985,15.282,"2"
"2482",-159.279,102.998,-0.114,-0.044,1.024,-53.618,43.237,10.489,"2"
"2483",-159.679,103.589,-0.127,-0.032,1.025,-47.252,29.527,15.618,"2"
"2484",-160.297,102.509,-0.16,-0.055,0.996,-51.389,26.366,13.313,"2"
"2485",-159.585,102.746,-0.138,-0.042,1.018,-53.267,29.389,14.931,"2"
"2486",-161.012,103.108,-0.143,-0.051,1.012,-51.878,31.664,14.214,"2"
"2487",-161.152,102.837,-0.141,-0.06,1.002,-51.618,33.511,14.092,"2"
"2488",-160.696,103.15,-0.148,-0.055,1.001,-51.466,31.939,14.046,"2"
"2489",-160.603,103.366,-0.109,-0.06599999,0.9309999,-60.656,47.481,13.588,"2"
"2490",-159.956,101.899,-0.138,-0.049,1.013,-59.267,31.725,14.137,"2"
"2491",-160.078,101.222,-0.16,-0.06,0.995,-50.519,32.458,13.573,"2"
"2492",-159.814,101.565,-0.144,-0.058,1.013,-50.718,31.313,14.779,"2"
"2493",-160.166,101.89,-0.14,-0.06,0.9969999,-51.42,32.321,15.817,"2"
"2494",-159.856,101.538,-0.128,-0.043,1.006,-55.985,33.725,17.74,"2"
"2495",-159.797,100.913,-0.143,-0.05,1.004,-51.924,30.473,14.779,"2"
"2496",-159.576,100.941,-0.129,-0.056,0.991,-54.962,34.061,15.359,"2"
"2497",-159.442,100.55,-0.137,-0.056,0.995,-52.718,32.565,14.26,"2"
"2498",-159.834,101.103,-0.138,-0.052,1.004,-51.847,31.817,14.122,"2"
"2499",-159.847,101.315,-0.138,-0.05,1.008,-51.817,32.122,14.489,"2"
"2500",-159.74,101.413,-0.132,-0.054,1.005,-52.366,33.267,14.458,"2"
"2501",-159.555,101.537,-0.131,-0.055,1.004,-52.046,32.809,14.473,"2"
"2502",-159.77,101.909,-0.133,-0.054,1.008,-51.664,32.763,15.084,"2"
"2503",-159.658,101.972,-0.131,-0.052,1.004,-52.718,32.779,15.115,"2"
"2504",-159.436,101.897,-0.139,-0.051,0.995,-57.939,51.023,5.939,"2"
"2505",-159.624,101.203,-0.05900001,-0.067,1.01,-46.366,35.725,17.206,"2"
"2506",-160.099,103.498,-0.2,-0.075,1.028,-53.282,27.924,17.679,"2"
"2507",-159.614,102.94,-0.087,-0.055,0.973,-64.992,28.275,20.29,"2"
"2508",-158.531,104.424,-0.229,-0.047,1.062,-57.084,27.649,16.26,"2"
"2509",-158.809,103.596,-0.152,-0.067,0.988,-52.595,32.076,13.893,"2"
"2510",-159.058,103.854,-0.17,-0.071,0.989,-50.886,33.695,11.618,"2"
"2511",-159.338,105.548,-0.18,-0.06,0.989,-49.298,29.908,15.237,"2"
"2512",-159.133,105.486,-0.17,-0.056,0.995,-51.74,32.366,15.374,"2"
"2513",-158.754,104.799,-0.168,-0.051,1,-51.344,32.824,17.038,"2"
"2514",-159.171,105.4,-0.167,-0.061,0.986,-52.412,34.382,15.084,"2"
"2515",-159.396,105.956,-0.185,-0.058,1.004,-53.588,31.008,14.687,"2"
"2516",-159.409,105.774,-0.188,-0.051,1.006,-50.382,30.427,13.267,"2"
"2517",-159.498,107.425,-0.185,-0.05,1.007,-58.641,21.344,10.427,"2"
"2518",-159.353,103.77,-0.158,-0.043,1.016,-53.725,16.031,11.893,"2"
"2519",-160.124,102.464,-0.17,-0.075,1.002,-50.107,34,15.053,"2"
"2520",-160.84,103.66,-0.146,-0.072,0.9940001,-55.313,29.756,15.634,"2"
"2521",-160.905,102.903,-0.123,-0.079,1,-53.863,33.924,15.542,"2"
"2522",-160.803,103.758,-0.117,-0.073,0.987,-51.588,44.718,16.855,"2"
"2523",-161.957,121.958,-0.267,-0.092,0.8780001,-58,219.267,23.466,"2"
"2524",-165.302,147.989,-0.815,-0.108,0.488,-61.298,-27.511,15.527,"2"
"2525",-158.647,103.185,-0.476,-0.03,1.024,-20.672,-166.794,-24.061,"2"
"2526",-156.268,83.826,0.284,-0.084,1.013,-62.687,-7.252,-9.771,"2"
"2527",-162.302,77.117,0.388,0.087,1.06,-107.435,54.901,93.45,"2"
"2528",-176.04,86.19101,-0.183,-0.339,0.925,-140.382,95.374,-31.206,"2"
"2529",-196.114,107.026,0.248,-0.545,0.552,-75.053,132.58,-67.45,"2"
"2530",-195.846,126.007,0.243,-0.506,0.542,-39.069,105.466,5.053,"2"
"2531",-193.452,131.457,0.076,-0.522,0.626,-57.695,27.221,12.305,"2"
"2532",-193.896,130.621,0.039,-0.49,0.672,-57.405,27.023,17.252,"2"
"2533",-196.164,123.471,0.298,-0.499,0.645,-46.687,-53.252,121.145,"2"
"2534",-181.395,82.37101,-0.252,-0.101,0.85,19.863,-52.687,68.687,"2"
"2535",-173.555,83.633,0.016,-0.421,0.852,-24.611,29.893,38.641,"2"
"2536",-164.345,82.953,-0.016,-0.103,0.9700001,-24.015,34.397,14.916,"2"
"2537",-157.363,84.059,0.003,-0.016,1.052,-40.473,44.641,22.244,"2"
"2538",-156.995,90.555,-0.158,-0.037,1.042,-54.702,27.527,21.634,"2"
"2539",-154.922,88.598,-0.009,-0.044,1.076,-63.71,45.542,24.229,"2"
"2540",-158.051,92.012,-0.126,-0.053,1.002,-49.618,34.061,1.527,"2"
"2541",-159.245,93.058,-0.104,-0.061,1.013,-55.74,36.84,15.13,"2"
"2542",-160.161,94.516,-0.134,-0.069,1.019,-51.771,33.099,23.588,"2"
"2543",-159.696,94.258,-0.116,-0.051,0.996,-55.557,33.649,14.794,"2"
"2544",-160.301,98.033,-0.183,-0.052,1.006,-48.031,44.824,-3.084,"2"
"2545",-160.238,98.044,-0.137,-0.074,0.988,-58.58,29.695,25.145,"2"
"2546",-161.06,98.676,-0.258,-0.089,1.008,-49.176,25.496,13.328,"2"
"2547",-161.869,100.014,-0.2,-0.08,0.965,-42.534,26.427,2.504,"2"
"2548",-161.258,99.441,-0.186,-0.08200001,1.01,-53.16,29.282,28.198,"2"
"2549",-160.405,102.154,-0.202,-0.039,0.9940001,-40.763,33.695,17.725,"2"
"2550",-158.593,103.781,-0.244,0.01,1.024,-52.183,26.885,13.42,"2"
"2551",-160.488,104.495,-0.215,-0.041,0.966,-52.931,31.527,11.405,"2"
"2552",-159.403,101.905,-0.115,-0.026,1.003,-53.725,30.809,11.069,"2"
"2553",-159.025,103.688,-0.148,0.001,1.008,-59.069,27.679,7.145,"2"
"2554",-159.617,102.096,-0.122,-0.042,1.008,-49.863,34.351,14.779,"2"
"2555",-158.359,89.067,-0.131,0.015,0.909,-10.26,14.351,53.313,"2"
"2556",-161.576,101.971,-0.105,0.021,1.159,-85.145,-0.733,54.076,"2"
"2557",-149.836,93.294,-0.073,0.15,1.069,-36.641,71.099,37.221,"2"
"2558",-149.992,93.605,-0.093,0.167,1.063,-48.26,30.244,15.099,"2"
"2559",-148.819,93.54,-0.06800001,0.16,1.065,-55.817,36.718,15.053,"2"
"2560",-149.358,99.323,-0.171,0.159,1.059,-46.168,37.664,16.061,"2"
"2561",-147.83,103.092,-0.219,0.212,1.046,-52.489,31.863,13.221,"2"
"2562",-148.081,101.841,-0.231,0.182,1.059,-57.908,30.656,11.221,"2"
"2563",-150.799,103.338,-0.225,0.14,1.041,-50.855,43.237,20.305,"2"
"2564",-151,106.132,-0.206,0.15,1.036,-53.679,35.725,14.901,"2"
"2565",-150.546,105.965,-0.253,0.157,1.037,-51.954,30.061,13.908,"2"
"2566",-150.843,107.216,-0.299,0.142,1.029,-50.794,29.252,14.198,"2"
"2567",-150.543,107.134,-0.248,0.156,1.04,-50.214,31.756,14.687,"2"
"2568",-151.108,106.557,-0.232,0.148,1.036,-54.565,31.863,13.832,"2"
"2569",-151.28,106.16,-0.235,0.162,1.043,-53.191,37.114,15.924,"2"
"2570",-150.822,106.638,-0.249,0.147,1.031,-50.733,31.786,14.87,"2"
"2571",-150.248,106.089,-0.255,0.155,1.044,-50.458,26.931,12.702,"2"
"2572",-150.508,105.937,-0.239,0.142,1.034,-52.305,34.26,15.145,"2"
"2573",-150.879,107.036,-0.269,0.145,1.027,-51.679,32.412,14.656,"2"
"2574",-150.817,107.234,-0.246,0.149,1.036,-52.779,32.84,14.504,"2"
"2575",-150.772,107.138,-0.258,0.141,1.031,-52.412,30.779,14.092,"2"
"2576",-150.835,107.442,-0.247,0.143,1.039,-51.985,33.985,15.099,"2"
"2577",-151.056,108.129,-0.264,0.143,1.02,-52.824,36.214,15.679,"2"
"2578",-150.89,107.778,-0.295,0.146,1.028,-50.687,27.969,14.962,"2"
"2579",-150.654,106.538,-0.201,0.154,1.042,-51.985,30.626,14.84,"2"
"2580",-150.451,105.33,-0.191,0.137,1.048,-43.313,22.107,14.412,"2"
"2581",-150.559,106.063,-0.317,0.196,1.033,-65.389,27.71,6.076,"2"
"2582",-152.687,97.593,-0.195,0.086,1.037,-75.42,11.985,-59.389,"2"
"2583",-157.283,102.572,-0.044,-0.049,1.024,-56.336,29.038,-57.832,"2"
"2584",-157.128,99.821,0.114,0.121,0.9639999,-43.114,16.87,4.427,"2"
"2585",-156.296,121.986,-0.316,-0.034,1.023,-38.137,173.557,4.198,"2"
"2586",-154.674,98.766,-0.015,0.052,1.095,-42.122,-1.832,18.641,"2"
"2587",-154.968,95.42,0.044,0.062,1.067,-67.282,42.977,39.069,"2"
"2588",-157.66,98.609,-0.133,-0.025,1.009,-58.611,36.137,25.908,"2"
"2589",-158.519,99.111,-0.103,-0.005,1.03,-61.542,28.168,22.718,"2"
"2590",-160.941,98.111,-0.084,-0.054,0.999,-56.504,31.344,18.672,"2"
"2591",-160.294,98.927,-0.127,-0.039,1.024,-50.382,32.565,16.687,"2"
"2592",-159.732,99.138,-0.1,-0.029,1.02,-52.26,32.87,15.924,"2"
"2593",-159.825,99.416,-0.109,-0.042,1.019,-53.374,31.847,14.076,"2"
"2594",-160.101,99.753,-0.11,-0.048,1.006,-49.496,31.664,12.641,"2"
"2595",-159.466,99.856,-0.09099999,-0.035,1.021,-53.298,32.153,16.626,"2"
"2596",-160.616,100.475,-0.106,-0.049,1.006,-52.183,32.55,14.992,"2"
"2597",-160.495,100.377,-0.09799999,-0.047,1.01,-51.114,32.687,13.771,"2"
"2598",-160.662,100.727,-0.09,-0.043,1.021,-56.29,29.908,15.008,"2"
"2599",-160.535,101.049,-0.105,-0.042,1.026,-51.664,31.466,14.305,"2"
"2600",-160.159,101.062,-0.107,-0.046,1.019,-49.771,34.076,16.672,"2"
"2601",-159.802,101.688,-0.112,-0.031,1.021,-51.344,34.427,15.115,"2"
"2602",-159.96,102.536,-0.121,-0.037,1.019,-51.42,33.557,13.985,"2"
"2603",-159.728,102.66,-0.113,-0.032,1.019,-52.168,32.794,14.58,"2"
"2604",-159.678,102.579,-0.125,-0.034,1.014,-52.275,30.901,14.489,"2"
"2605",-159.723,102.668,-0.132,-0.039,1.025,-51.069,30.809,16,"2"
"2606",-159.029,103.834,-0.154,-0.023,0.995,-40.382,37.954,8.58,"2"
"2607",-157.405,102.712,-0.266,0.049,1.119,-108.748,26.107,-26.397,"2"
"2608",-175.31,123.06,-0.2,-0.281,0.717,-110.153,156.336,-80.168,"2"
"2609",-178.372,157.024,-0.273,-0.463,0.538,-52.489,180.55,-40.931,"2"
"2610",-178.721,175.167,-0.373,-0.504,0.479,-39.42,64.092,9.679,"2"
"2611",-178.616,166.526,-0.347,-0.529,0.359,-51.603,22.58,4.275,"2"
"2612",-179.193,162.03,-0.423,-0.601,0.434,-46.962,23.191,9.374,"2"
"2613",-179.778,157.593,-0.295,-0.499,0.408,-48.855,14.29,13.328,"2"
"2614",-181.843,151.525,-0.284,-0.539,0.445,-56.046,32.504,14.962,"2"
"2615",-183.365,148.873,-0.283,-0.549,0.394,-52.031,35.221,15.176,"2"
"2616",-184.22,146.366,-0.297,-0.528,0.446,-57.557,48.977,23.084,"2"
"2617",-186.001,146.528,-0.111,-0.402,0.224,-69.114,123.008,79.45,"2"
"2618",-184.634,164.991,-0.614,-0.499,0.123,-19.344,117.42,29.542,"2"
"2619",-168.663,150.977,-0.545,-0.38,0.575,33.176,-24.168,-52.214,"2"
"2620",-157.361,157.694,-0.438,-0.417,0.673,-59.924,45.313,12.412,"2"
"2621",-158.218,155.464,-0.492,-0.289,0.671,-39.191,30.809,-24.992,"2"
"2622",-160.681,156.458,-0.292,-0.378,0.675,-54.901,62.84,17.618,"2"
"2623",-164.142,153.163,-0.356,-0.4,0.541,-64.901,66,18.183,"2"
"2624",-167.558,152.433,-0.436,-0.43,0.556,-58.26,33.664,13.084,"2"
"2625",-171.281,145.996,-0.407,-0.434,0.525,-56.076,40.382,19.618,"2"
"2626",-170.34,150.881,-0.475,-0.453,0.569,-52.962,10.137,9.389,"2"
"2627",-172.833,145.665,-0.435,-0.45,0.526,-53.267,33.466,15.145,"2"
"2628",-173.319,143.958,-0.459,-0.434,0.524,-52.87,27.939,14.626,"2"
"2629",-173.82,142.029,-0.45,-0.434,0.515,-51.267,33.099,14.412,"2"
"2630",-174.703,141.439,-0.439,-0.438,0.516,-52.886,31.542,15.786,"2"
"2631",-175.828,139.854,-0.445,-0.431,0.512,-51.664,30.107,14.733,"2"
"2632",-176.261,137.941,-0.445,-0.435,0.518,-51.374,33.725,14.656,"2"
"2633",-176.118,136.776,-0.452,-0.433,0.511,-52.183,37.191,15.985,"2"
"2634",-176.186,135.71,-0.456,-0.43,0.52,-51.252,30.397,14.626,"2"
"2635",-176.944,133.467,-0.431,-0.439,0.506,-52.916,33.573,15.069,"2"
"2636",-177.206,132.729,-0.438,-0.436,0.517,-53.008,33.756,14.137,"2"
"2637",-177.572,132.079,-0.454,-0.441,0.511,-52,33.267,15.313,"2"
"2638",-177.545,130.764,-0.441,-0.441,0.517,-51.74,31.786,15.344,"2"
"2639",-177.718,129.397,-0.455,-0.416,0.517,-52.947,30.992,16.198,"2"
"2640",-177.447,129.752,-0.431,-0.423,0.515,-51.954,34.305,15.252,"2"
"2641",-177.999,127.996,-0.409,-0.405,0.554,-52.107,34.672,18.626,"2"
"2642",-178.307,130.253,-0.43,-0.454,0.459,-57.145,37.405,12.031,"2"
"2643",-178.405,129.892,-0.465,-0.404,0.511,-50.672,29.802,17.069,"2"
"2644",-178.956,129.916,-0.499,-0.408,0.494,-54.473,32.84,16.366,"2"
"2645",-178.961,130.505,-0.496,-0.444,0.513,-48.305,45.389,1.802,"2"
"2646",-178.906,133.889,-0.477,-0.409,0.496,-52.809,36.229,12.534,"2"
"2647",-178.431,126.653,-0.407,-0.403,0.521,-54.886,25.969,17.435,"2"
"2648",-179.551,125.982,-0.464,-0.38,0.516,-58.794,22.275,31.237,"2"
"2649",-181.429,123.726,-0.471,-0.414,0.514,-53.863,32.656,13.573,"2"
"2650",-181.599,124.189,-0.478,-0.403,0.505,-53.618,33.679,15.313,"2"
"2651",-182.373,124.456,-0.469,-0.404,0.493,-56.198,32.458,14.443,"2"
"2652",-183.206,125.275,-0.467,-0.427,0.429,-57.603,59.603,20.427,"2"
"2653",-185.953,128.1,-0.607,-0.416,0.432,-56.565,30.305,25.786,"2"
"2654",-186.476,126.905,-0.546,-0.388,0.389,-54.687,27.466,16.534,"2"
"2655",-185.998,128.129,-0.572,-0.402,0.416,-52.321,30.137,13.359,"2"
"2656",-185.805,128.195,-0.55,-0.411,0.406,-53.511,33.924,14.031,"2"
"2657",-185.392,128.548,-0.551,-0.399,0.412,-52.595,32.824,14.122,"2"
"2658",-185.05,128.957,-0.565,-0.396,0.412,-52.29,33.008,14.824,"2"
"2659",-185.439,128.796,-0.565,-0.384,0.415,-62.092,17.115,17.695,"2"
"2660",-187.89,126.761,-0.585,-0.415,0.372,-75.31301,16.412,33.069,"2"
"2661",-193.11,127.246,-0.701,-0.312,0.348,-75.17601,-4.107,37.221,"2"
"2662",-194.126,126.352,-0.674,-0.338,0.364,-45.634,12.733,9.573,"2"
"2663",-193.082,119.514,-0.564,-0.352,0.443,-70.427,-10.076,39.053,"2"
"2664",-201.477,112.717,-0.694,-0.267,0.438,-104.122,-35.359,69.496,"2"
"2665",-209.168,88.93801,-0.605,-0.264,0.619,-71.542,-116.58,67.618,"2"
"2666",-208.104,81.31,-0.599,-0.169,0.735,-59.618,30.992,33.038,"2"
"2667",-204.477,82.593,-0.548,-0.103,0.769,-50.321,35.985,22.351,"2"
"2668",-201.937,89.736,-0.604,-0.143,0.771,-61.527,70.29,7.13,"2"
"2669",-205.157,98.121,-0.744,-0.418,0.663,-101.023,-42.336,-132.26,"2"
"2670",-213.873,81.681,0.069,-0.456,0.589,-81.37401,-40.534,-143.725,"2"
"2671",-216.879,79.682,0.637,-0.292,0.248,-38.595,67.114,-138.565,"2"
"2672",-204.723,95.289,0.705,0.236,0.674,5.908,193.053,-90.76301,"2"
"2673",-184.955,123.556,0.236,0.712,0.817,-20.26,54.473,18.412,"2"
"2674",-177.389,101.71,0.653,0.76,0.93,-59.71,22.794,12.687,"2"
"2675",-173.063,98.951,0.599,0.721,0.917,-60.092,26.214,12.718,"2"
"2676",-175.764,95.22799,0.476,0.588,0.862,-70.122,22.137,18.763,"2"
"2677",-173.146,93.528,0.561,0.539,0.952,-24.244,56.244,14.656,"2"
"2678",-166.607,93.852,0.488,0.627,0.924,-55.863,34.779,12.916,"2"
"2679",-164.614,91.106,0.47,0.658,0.943,-62.626,32.183,15.206,"2"
"2680",-163.588,91.274,0.523,0.612,0.963,-49.13,44.733,13.634,"2"
"2681",-161.149,88.141,0.52,0.623,0.958,-56.672,27.893,17.038,"2"
"2682",-157.894,86.916,0.421,0.602,0.95,-49.908,19.084,11.695,"2"
"2683",-156.595,84.284,0.511,0.646,0.953,-63.71,31.099,12.473,"2"
"2684",-156.996,83.97201,0.496,0.534,0.909,-70.015,22.962,21.053,"2"
"2685",-156.483,81.852,0.408,0.585,1.01,-26.122,14.748,22.214,"2"
"2686",-154.282,75.527,0.626,0.5809999,0.93,-55.557,40.092,24.214,"2"
"2687",-153.33,74.556,0.627,0.469,0.833,-62.305,15.527,36.84,"2"
"2688",-155.269,74.903,0.606,0.54,0.837,-81.74,38.29,75.542,"2"
"2689",-182.501,78.847,0.533,0.02,0.247,-284.153,170.26,237.435,"2"
"2690",-205.98,68.696,-0.418,-0.766,0.469,11.084,-75.145,175.435,"2"
"2691",-180.885,40.297,-0.223,-0.099,1.042,44.656,-68.794,27.481,"2"
"2692",-169.724,36.779,-0.096,0.173,1.12,-31.573,0.534,0.214,"2"
"2693",-169.254,44.871,-0.078,-0.04,1.104,-69.374,63.603,34.366,"2"
"2694",-174.884,55.195,-0.25,-0.037,0.967,-49.145,28.015,22.336,"2"
"2695",-169.901,59.428,-0.181,-0.011,1.016,-37.511,37.954,12.092,"2"
"2696",-164.743,54.809,-0.081,0.063,0.9150001,-52.473,-33.13,-26.153,"2"
"2697",-167.242,61.886,-0.157,0.008,1.066,-40.855,23.511,8.58,"2"
"2698",-166.831,60.495,-0.018,0.032,1.054,-50.656,49.74,24.427,"2"
"2699",-167.389,65.323,-0.12,-0.08200001,1.036,-56.931,18.687,18.58,"2"
"2700",-166.561,66.914,-0.08200001,-0.029,1.048,-48.947,30.443,11.939,"2"
"2701",-165.899,69.837,-0.027,0.001,1.051,-53.191,37.969,17.084,"2"
